PMID,Article Title,Year,Month,Day,Chemical List,keywords,,,,
7116301,A logistic model based on enzyme activities for the prediction of response of breast cancer patients to chemotherapy.,1982,11,1,"['L-Lactate Dehydrogenase', 'Isocitrate Dehydrogenase', 'Pyruvate Kinase', 'Glucose-6-Phosphate Isomerase']",[],,,,
6759609,"Solid phase antigen luminescent immunoassays (SPALT) for the determination of insulin, insulin antibodies and gentamicin levels in human serum.",1982,11,1,"['Gentamicins', 'Insulin', 'Insulin Antibodies']",[],,,,
6288873,Phosphoproteins of the adrenal chromaffin granule membrane.,1982,11,1,"['Phosphoproteins', 'Pyruvate Dehydrogenase Complex', 'Cyclic AMP', 'Dopamine beta-Hydroxylase', 'Protein Kinases']",[],,,,
6130803,Pyruvate kinase and alanine synthesis in skeletal muscle.,1982,11,1,"['Carbon Radioisotopes', 'Glutamates', 'Glutamic Acid', 'Phenylalanine', 'Pyruvate Kinase', 'Glucose', 'Alanine']",[],,,,
6214554,"Catalytic site cooperativity of beef heart mitochondrial F1 adenosine triphosphatase. Correlations of initial velocity, bound intermediate, and oxygen exchange measurements with an alternating three-site model.",1982,10,25,"['Adenosine Diphosphate', 'Pyruvate Kinase', 'Proton-Translocating ATPases', 'Oxygen']",[],,,,
7159391,The effect of fructose on pyruvate kinase activity in isolated hepatocytes. Inhibition by allantoin and alanine.,1982,10,15,"['Fructose', 'Allantoin', 'Adenosine Triphosphate', 'Pyruvate Kinase', 'Glucose', 'Alanine']",[],,,,
7140926,A rapid method of following the spontaneous regression of experimental leukemias.,1982,10,15,['Pyruvate Kinase'],[],,,,
6295367,Cloning of yeast glycolysis genes by complementation.,1982,10,15,"['DNA', 'Pyruvate Kinase', 'Phosphoglycerate Kinase', 'Glucose-6-Phosphate Isomerase', 'Phosphoglycerate Mutase']",[],,,,
7138915,An evaluation of the metabolite indicator method for determining the cytosolic phosphate potential in rat liver cells.,1982,10,11,"['Phosphates', 'Atractyloside', 'Adenosine Diphosphate', 'Adenosine Triphosphate']",[],,,,
6817869,[Immunocytometric study of pyruvate kinase L in isolated rat hepatocytes: effect of fasting and glucagon].,1982,10,11,"['Glucagon', 'Pyruvate Kinase']",[],,,,
7181779,Pyruvate kinase deficiency anaemia in a Basenji dog.,1982,10,1,['Pyruvate Kinase'],[],,,,
7173193,[Hydrosoluble polymers of NAD+ and ADP. Study of their coenzymatic properties as a function of their size].,1982,10,1,"['Coenzymes', 'Polymers', 'NAD', 'Adenosine Diphosphate']",[],,,,
7171746,L-Phenylalanine inhibition of muscle pyruvate kinase.,1982,10,1,"['Phenylalanine', 'Pyruvate Kinase', 'Magnesium']",[],,,,
7143354,Species- or isozyme-specific enzyme inhibitors. 9. Selective effects in inhibitions of rat pyruvate kinase isozymes by adenosine 5'-diphosphate derivatives.,1982,10,1,"['Isoenzymes', 'Adenosine Diphosphate', 'Pyruvate Kinase']",[],,,,
7105015,Characterization of some glycolytic enzymes from human retina and retinoblastoma.,1982,10,1,"['Hexokinase', 'Pyruvate Kinase', 'Fructose-Bisphosphate Aldolase']",[],,,,
6297371,Regulation of expression of liver-specific enzymes. III. Further analysis of a series of rat hepatoma X human somatic cell hybrids.,1982,10,1,"['Isoenzymes', 'Alcohol Oxidoreductases', 'Glycerolphosphate Dehydrogenase', 'Aldehyde Oxidoreductases', 'Pyruvate Kinase', 'Guanine Deaminase']",[],,,,
6293382,Equilibrium constants under physiological conditions for the reactions of the nonphosphorylated pathway of L-serine biosynthesis.,1982,10,1,"['Glyceric Acids', '2-phosphoglycerate', 'Serine', 'Carbohydrate Dehydrogenases', 'Glycerate dehydrogenase', 'Transaminases', 'serine-pyruvate aminotransferase', 'Phosphotransferases', 'Phosphotransferases (Alcohol Group Acceptor)', 'glycerate kinase', 'Phosphoglycerate Mutase']",[],,,,
6290107,Erythrocyte glycolysis in protein-energy malnutrition.,1982,9,30,"['Glucosephosphates', 'Proteins', 'Glucose-6-Phosphate', 'Sodium', 'Hexokinase', 'Sodium-Potassium-Exchanging ATPase', 'Potassium']",[],,,,
7107640,Rate-limiting step and control of coenzyme A synthesis in cardiac muscle.,1982,9,25,"['Pantothenic Acid', 'Cysteine', 'Coenzyme A', 'Dithiothreitol']",[],,,,
7050117,Effect of insulin on liver pyruvate kinase in vivo and in vitro.,1982,9,25,"['Insulin', 'Dexamethasone', 'Pyruvate Kinase']",[],,,,
7130934,Red cell metabolism in buffaloes and camels.,1982,9,20,"['Oxidoreductases', 'Catalase', 'Glutathione Peroxidase', 'Glyceraldehyde-3-Phosphate Dehydrogenases', 'Glutathione Reductase', 'Hexokinase', 'Pyruvate Kinase', 'Phosphoglycerate Kinase', 'Glutathione']",[],,,,
7150263,Regulation of glycolysis and fatty acid synthesis from glucose in sheep adipose tissue.,1982,9,15,"['Adenine Nucleotides', 'Fatty Acids', 'Glycerides', 'Lactates', 'Lactic Acid', 'Pyruvate Kinase', 'Glucose']",[],,,,
7172096,Interaction of D-phenylalanine with Co(II)-substituted rabbit muscle pyruvate kinase: kinetic and optical properties.,1982,9,1,"['Cobalt', 'Phenylalanine', 'Pyruvate Kinase']",[],,,,
7150238,A simple enzymic method for the synthesis of [32P]phosphoenolpyruvate.,1982,9,1,"['Phosphorus Radioisotopes', 'Radioactive Tracers', 'Phosphoenolpyruvate', 'Guanosine Triphosphate', 'Pyruvate Kinase', 'Phosphoenolpyruvate Carboxykinase (GTP)']",[],,,,
7138021,Control of lactate gluconeogenesis by glucose in rat hepatocytes.,1982,9,1,"['Lactates', 'Lactic Acid', 'Pyruvate Kinase', 'Glucose']",[],,,,
7138020,Kinetic evidence for a dual cation role for muscle pyruvate kinase.,1982,9,1,"['Cations, Divalent', 'Cobalt', 'Manganese', 'Nickel', 'Pyruvate Kinase', 'Magnesium', 'Zinc']",[],,,,
7137219,"Duchenne muscular dystrophy carrier detection using logistic discrimination: serum creatine kinase, hemopexin, pyruvate kinase, and lactate dehydrogenase in combination.",1982,9,1,"['Hemopexin', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Creatine Kinase']",[],,,,
7051802,Refeeding after a fast in rats: effects on small intestinal enzymes.,1982,9,1,"['Hexokinase', 'Thymidine Kinase', 'Pyruvate Kinase', 'Galactokinase', 'alpha-Glucosidases', 'Sucrase']",[],,,,
6811328,Production by plasma membranes of a chemical mediator of insulin action.,1982,9,1,"['Insulin', 'Oligopeptides', 'Pyruvate Dehydrogenase Complex', 'Glycogen Synthase', 'Receptor, Insulin', 'Peptide Hydrolases']",[],,,,
6294443,Immunocytochemical study of pyruvate kinase isoenzymes in normal and pathologic human liver.,1982,9,1,"['Isoenzymes', 'Pyruvate Kinase']",[],,,,
6218543,Enzymatic assays: optimization of systems by using pyruvate kinase and lactate dehydrogenase as auxiliary enzymes.,1982,9,1,"['Oxidative Phosphorylation Coupling Factors', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Proton-Translocating ATPases']",[],,,,
6215189,"Isozyme distribution of hexokinase, phosphofructokinase and pyruvate kinase in lymphocytes from patients with chronic lymphocytic leukemia.",1982,9,1,"['Isoenzymes', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase']",[],,,,
6293462,Respiration of the rumen ciliate Dasytricha ruminantium Schuberg.,1982,8,15,"['Cell Extracts', 'Phosphate Acetyltransferase', 'Phosphotransferases', 'Phosphotransferases (Carboxyl Group Acceptor)', 'Acetate Kinase', 'butyrate kinase', 'Coenzyme A']",[],,,,
7115773,Purification and properties of pyruvate kinase type M2 from rat lung.,1982,8,6,"['Amino Acids', 'Isoenzymes', 'Ribonucleotides', 'Pyruvate Kinase']",[],,,,
7116639,Plasma pyruvate kinase activity: disruption of platelets and leucocytes results in increased plasma activity.,1982,8,4,['Pyruvate Kinase'],[],,,,
7201579,Partial biochemical maturation of aneurally cultured human skeletal muscle.,1982,8,1,"['Isoenzymes', 'Muscle Proteins', 'DNA', 'Pyruvate Kinase', 'Creatine Kinase', 'Myosins']",[],,,,
7127557,[Changes in enzymes of anaerobic glycolysis and the pentose cycle in young drug addicts].,1982,8,1,"['Pentosephosphates', 'Toluene', 'Glucosephosphate Dehydrogenase', 'Glutathione Reductase', 'Pyruvate Kinase']",[],,,,
6807965,One-carbon metabolism in methanogens: evidence for synthesis of a two-carbon cellular intermediate and unification of catabolism and anabolism in Methanosarcina barkeri.,1982,8,1,"['Acetates', 'Carbon Dioxide', 'Carbon Monoxide', 'Phosphate Acetyltransferase', 'Acetate Kinase', 'Alanine', 'Methane', 'Methanol']",[],,,,
6751822,Induction in primary culture of 'gluconeogenic' and 'glycolytic' hepatocytes resembling periportal and perivenous cells.,1982,8,1,"['Insulin', 'Glucagon']",[],,,,
6291512,A critical evaluation of the possible modulation of hepatic microsomal glucose-6-phosphatase activity by protein phosphorylation.,1982,8,1,"['Cyclic AMP', 'Protein Kinases', 'Pyruvate Kinase', 'Glucose-6-Phosphatase']",[],,,,
6286469,Mitogen-induced changes in glycolytic enzymes of mouse lymphocytes: influence of insulin on cell activation in vitro.,1982,8,1,"['Insulin', 'Mitogens', 'L-Lactate Dehydrogenase', 'Hexokinase', 'Pyruvate Kinase', 'Fructose-Bisphosphatase']",[],,,,
6286362,"Regulation by glucagon of hepatic pyruvate kinase, 6-phosphofructo 1-kinase, and fructose-1,6-bisphosphatase.",1982,8,1,"['Fructosediphosphates', 'Phosphoenolpyruvate', 'Glucagon', 'Cyclic AMP', 'Protein Kinases', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Fructose-Bisphosphatase', 'fructose-1,6-diphosphate']",[],,,,
6215112,An immunological study of the interaction of ligands with pyruvate kinase of Neurospora crassa.,1982,8,1,"['Antibodies', 'Ligands', 'Adenosine Diphosphate', 'Adenosine Triphosphate', 'Pyruvate Kinase']",[],,,,
6215002,A new approach to understanding kinetic cooperativity when the hill coefficients are less than 2.,1982,8,1,"['Enzymes', 'Phosphofructokinase-1', 'Pyruvate Kinase']",[],,,,
6282861,Selective phosphorylation of the alpha subunit of the sodium channel by cAMP-dependent protein kinase.,1982,7,25,"['Amphibian Proteins', 'Carrier Proteins', 'Ion Channels', 'Macromolecular Substances', 'saxitoxin-binding protein, Rana catesbeiana', 'Sodium', 'Cyclic AMP', 'Protein Kinases']",[],,,,
6211449,Adenine nucleotide binding sites on beef heart F1-ATPase. Specificity of cooperative interactions between catalytic sites.,1982,7,25,"['Adenine Nucleotides', 'Oxidative Phosphorylation Coupling Factors', 'Phosphates', 'Adenylyl Imidodiphosphate', 'Adenosine Diphosphate', 'Adenosine Triphosphate', 'Pyruvate Kinase', 'Adenosine Triphosphatases', 'Proton-Translocating ATPases']",[],,,,
6289199,The regulation of pyruvate dehydrogenase activity in rat hippocampal slices: effect of dichloroacetate.,1982,7,20,"['Acetates', 'Pyruvate Dehydrogenase Complex', 'Dichloroacetic Acid', 'Pyruvate Kinase', 'Pyruvate Dehydrogenase (Lipoamide)-Phosphatase']",[],,,,
7104386,"The influences of glucagon, epinephrine and adrenergic agents on glycogen phosphorylase a and pyruvate kinase activities in hepatocytes from juvenile and adult rabbits.",1982,7,16,"['Sympathomimetics', 'Phenylephrine', 'Glucagon', 'Propranolol', 'Phosphorylase a', 'Phosphorylases', 'Pyruvate Kinase', 'Isoproterenol', 'Epinephrine', 'Phentolamine']",[],,,,
7126186,"Pyruvate dehydrogenase kinase/activator in rat heart mitochondria, Assay, effect of starvation, and effect of protein-synthesis inhibitors of starvation.",1982,7,15,"['Pyruvate Dehydrogenase Complex', 'pyruvate dehydrogenase activator', 'Puromycin', 'Adenosine Triphosphate', 'Cycloheximide', 'Protein Kinases', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Trypsin']",[],,,,
6289811,Limitations of commonly used spectrophotometric assay methods for phosphoenolypyruvate carboxykinase activity in crude extracts of muscle.,1982,7,15,"['Bicarbonates', 'Lactates', 'NAD', 'Lactic Acid', 'Sodium Chloride', 'Sodium Bicarbonate', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Carboxy-Lyases', 'Phosphoenolpyruvate Carboxylase']",[],,,,
6282851,Template-prime-dependent turnover of (Sp)-dATP alpha S by T4 DNA polymerase. The stereochemistry of the associated 3' goes to 5'-exonuclease.,1982,7,10,"['Deoxyadenine Nucleotides', 'Oxygen Isotopes', 'Thionucleotides', 'Poly dA-dT', ""2'-deoxyadenosine 5'-O-(1-thiotriphosphate)"", 'DNA-Directed DNA Polymerase', 'Deoxyribonucleases', 'Exonucleases', 'Exodeoxyribonuclease V']",[],,,,
6282845,Hepatic pyruvate kinase. Quantitative measurements of phosphorylation in vitro and in the isolated rat hepatocyte.,1982,7,10,"['Phosphorus Radioisotopes', 'Cyclic AMP', 'Protein Kinases', 'Pyruvate Kinase']",[],,,,
6288460,Scope of the ATP--ubiquitin system for intracellular protein degradation.,1982,7,5,"['Chromosomal Proteins, Non-Histone', 'Nucleoproteins', 'Ubiquitins', 'Adenosine Triphosphate', 'Glucosephosphate Dehydrogenase', 'Glutamate Dehydrogenase', 'Pyruvate Kinase', 'Peptide Hydrolases']",[],,,,
7201260,Succinylcholine in congenital pyruvate kinase deficiency.,1982,7,1,"['Lactates', 'Pyruvates', 'Lactic Acid', 'Pyruvic Acid', 'Pyruvate Kinase', 'Succinylcholine', 'Potassium']",[],,,,
7184297,[Familial erythrocyte ATP: pyruvate phosphotransferase deficiency].,1982,7,1,['Pyruvate Kinase'],[],,,,
7122212,"Characterization of the pyruvate kinase which induces the low 2,3-DPG level of fetal rabbit red cells.",1982,7,1,"['Diphosphoglyceric Acids', '2,3-Diphosphoglycerate', 'Pyruvate Kinase']",[],,,,
7105414,"Human erythrocyte separation according to age on a discontinuous ""Percoll"" density gradient.",1982,7,1,"['Glucosephosphate Dehydrogenase', 'Hexokinase', 'Pyruvate Kinase', 'Fructose-Bisphosphate Aldolase', 'Povidone']",[],,,,
7097356,Biopotency of alpha-tocopherols as determined by curative myopathy bioassay in the rat.,1982,7,1,"['Vitamin E', 'Pyruvate Kinase', 'alpha-Tocopherol', 'Tocopherols']",[],,,,
6955781,Regulation of pyruvate dehydrogenase kinase activity by protein thiol-disulfide exchange.,1982,7,1,"['Disulfides', 'Sulfhydryl Compounds', 'Sodium Fluoride', 'Dithionitrobenzoic Acid', 'Protein Kinases', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Ethylmaleimide']",[],,,,
6761797,[Progressive muscular dystrophies in children].,1982,7,1,"['L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Creatine Kinase']",[],,,,
6211439,Two types of kinetic regulation of the activated ATPase in the chloroplast photophosphorylation system.,1982,6,25,"['Arsenates', 'Adenosine Diphosphate', 'Phosphoenolpyruvate', 'Pyruvate Kinase', 'Proton-Translocating ATPases']",[],,,,
6211437,A reinvestigation of dynein ATPase kinetics and the inhibitory action of vanadate.,1982,6,25,"['Vanadium', 'Vanadates', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Adenosine Triphosphatases', 'Dyneins']",[],,,,
7115724,Peptide structures of pyruvate kinase isozymes. I. Comparison of the four pyruvate kinase isozymes of the rat.,1982,6,24,"['Isoenzymes', 'Macromolecular Substances', 'Peptide Fragments', 'Pyruvate Kinase', 'Trypsin', 'Cyanogen Bromide']",[],,,,
6981428,Peptide structures of pyruvate kinase isozymes: 2. Origins of types M1 and M2 isozymes suggested from species-variations in their peptide maps.,1982,6,24,"['Amino Acids', 'Isoenzymes', 'Peptide Fragments', 'Pyruvate Kinase', 'Trypsin']",[],,,,
7110129,Effect of dexamethasone on the isozyme pattern of adult rat liver parenchymal cells in primary cultures.,1982,6,11,"['Isoenzymes', 'Dexamethasone', 'Glucosephosphate Dehydrogenase', 'Hexokinase', 'Glucokinase', 'Pyruvate Kinase', 'Fructose-Bisphosphate Aldolase']",[],,,,
7110127,Kinetic properties of human muscle pyruvate kinase.,1982,6,11,"['Phosphates', 'Pyruvate Kinase']",[],,,,
7104307,Inhibition of hexokinase and protein kinase activities of tumor cells by a chloromethyl ketone derivative of lactic acid.,1982,6,8,"['Ketones', 'Lactates', 'Protein Kinase Inhibitors', '2-isobutyl-3-oxo-4-chloro-2-butylcarbonate', 'Hexokinase']",[],,,,
7104366,Affinity labeling of rabbit muscle pyruvate kinase with dialdehyde-ADP.,1982,6,4,"['Affinity Labels', 'Adenosine Diphosphate', ""adenosine 5'-diphosphate 2',3'-dialdehyde"", 'Pyruvate Kinase']",[],,,,
24271620,Activity of enzymes of carbon metabolism during the induction of Crassulacean acid metabolism in Mesembryanthemum crystallinum L.,1982,6,1,[],[],,,,
7115284,"Linkage group IV of fish of the genus Xiphophorus (Poeciliidae): assignment of loci coding for pyruvate kinase-1, glucosephosphate isomerase-1, and isocitrate dehydrogenase-1.",1982,6,1,"['Isocitrate Dehydrogenase', 'Pyruvate Kinase', 'Glucose-6-Phosphate Isomerase']",[],,,,
7106344,Lack of effect of bovine pancreatic polypeptide on glucose production by isolated rat hepatocytes.,1982,6,1,"['Liver Glycogen', 'Pancreatic Polypeptide', 'Glucagon', 'Phosphorylase a', 'Pyruvate Kinase']",[],,,,
7097307,Serum creatine kinase and pyruvate kinase activities in normal adolescent females.,1982,6,1,"['Pyruvate Kinase', 'Creatine Kinase']",[],,,,
7051014,The regulation of adipose cell metabolism.,1982,6,1,"['Insulin', 'Lipoproteins', 'Lipoproteins, VLDL', 'Triglycerides', 'lipoprotein cholesterol', 'very low density lipoprotein triglyceride', 'Cholesterol', 'Pyruvate Kinase', 'Lipoprotein Lipase', 'Glucose']",[],,,,
6211368,Plasmodium knowlesi: glycolytic intermediate levels of enzyme activities of infected rhesus monkey erythrocytes.,1982,6,1,"['Blood Glucose', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Glucose']",[],,,,
7104006,The M1 and M2 isozymes of pyruvate kinase are the products of the same gene.,1982,5,31,"['Antibodies, Monoclonal', 'Antigen-Antibody Complex', 'Isoenzymes', 'Peptide Fragments', 'Pyruvate Kinase']",[],,,,
7082486,[Separation of erythrocytes from full-term infants into different age populations].,1982,5,15,"['Hemoglobins', 'Glucosephosphate Dehydrogenase', 'Pyruvate Kinase']",[],,,,
7052071,Immunological and kinetic properties of pyruvate kinase in rat pancreatic islets.,1982,5,15,"['Isoenzymes', 'Adenosine Diphosphate', 'Phosphoenolpyruvate', 'Pyruvate Kinase']",[],,,,
7083593,Enzymatic determination of acetate in serum or plasma using a centrifugal fast analyser.,1982,5,6,"['Acetates', 'Indicators and Reagents', 'Adenosine Triphosphate', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Acetate Kinase']",[],,,,
7085071,Energy metabolism of the contagious equine metritis bacterium.,1982,5,1,"['Oxidoreductases', 'Glucose']",[],,,,
7084219,Glucocorticoid hormones have a permissive role in the phosphorylation of L-type pyruvate kinase by glucagon.,1982,5,1,"['Fatty Acids', 'Glucocorticoids', 'Glucagon', 'Pyruvate Kinase']",[],,,,
7082628,Response of rainbow trout (Salmo gairdneri) to increased levels of available carbohydrate in practical trout diets.,1982,5,1,"['Blood Glucose', 'Dietary Carbohydrates', 'Alanine']",[],,,,
7081469,Effect of chronic altitude hypoxia on hematologic and glycolytic parameters.,1982,5,1,"['Diphosphoglyceric Acids', 'Hemoglobins', '2,3-Diphosphoglycerate', 'Adenosine Triphosphate']",[],,,,
7077418,Changes in hepatic carbohydrate metabolism after jejunoileal bypass.,1982,5,1,[],[],,,,
7073992,The in vitro effect of adenine on pyruvate kinase-deficient red cells.,1982,5,1,"['Adenosine Triphosphate', 'Pyruvate Kinase', 'Adenine']",[],,,,
6284015,Red cell enzymopathies in the newborn. II. Inherited deficiencies of red cell enzymes.,1982,5,1,"['Glucosephosphate Dehydrogenase', 'Glutathione Peroxidase', 'Glutathione Reductase', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Phosphoglycerate Kinase', 'Adenylate Kinase', 'Nucleotidases', ""5'-Nucleotidase"", 'Fructose-Bisphosphate Aldolase', 'Triose-Phosphate Isomerase', 'Bisphosphoglycerate Mutase']",[],,,,
6213167,A sensitive and simple assay of starch synthase activity with pyruvate kinase and luciferase.,1982,5,1,"['Adenosine Triphosphate', 'Luciferases', 'Glucosyltransferases', 'Starch Synthase', 'Pyruvate Kinase']",[],,,,
6211676,Entrainment and resonance in glycolysis.,1982,5,1,"['Phosphofructokinase-1', 'Pyruvate Kinase', 'Glucose']",[],,,,
6179262,Effect of lead on calcium-mediated cell function in the isolated rat hepatocyte.,1982,5,1,"['Lead', 'RNA', 'Cyclic AMP', 'Pyruvate Kinase', 'Calcium', 'Epinephrine']",[],,,,
6176478,Regulation of hepatocyte cAMP and pyruvate kinase by site-specific analogs of adenosine.,1982,5,1,"['Deoxyadenosines', 'Phenylisopropyladenosine', '4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone', 'Dideoxyadenosine', ""2',5'-dideoxyadenosine"", 'Cyclic AMP', 'Pyruvate Kinase', 'Adenylyl Cyclases', 'Adenosine', '1-Methyl-3-isobutylxanthine', 'Epinephrine']",[],,,,
7103968,Control of heart mitochondrial oxygen consumption by creatine kinase: the importance of enzyme localization.,1982,4,29,"['Adenosine Diphosphate', 'Hexokinase', 'Pyruvate Kinase', 'Creatine Kinase']",[],,,,
7093223,Synthesis and characterization of diastereomers of guanosine 5'-O-(1-thiotriphosphate) and guanosine 5'-O-(2-thiotriphosphate).,1982,4,27,"['Thionucleotides', ""guanosine 5'-O-(1-thiotriphosphate)"", ""guanosine 5'-O-(2-thiotriphosphate)"", ""Guanosine 5'-O-(3-Thiotriphosphate)"", 'Guanosine Triphosphate', 'Acetate Kinase', 'DNA-Directed RNA Polymerases', 'Succinate-CoA Ligases']",[],,,,
7074111,A kinetic analysis of the distinct regulatory sites on rabbit muscle pyruvate kinase.,1982,4,21,"['Macromolecular Substances', 'phenylalanine methyl ester', 'Phenylalanine', 'Pyruvate Kinase', 'Alanine']",[],,,,
6812866,[Insulin dependence of pyruvate kinase M in isolated rat hepatocytes].,1982,4,19,"['Insulin', 'Isoenzymes', 'Pyruvate Kinase']",[],,,,
7052068,The induction of synthesis of L-type pyruvate kinase in cultured rat hepatocytes.,1982,4,15,"['Insulin', 'Isoenzymes', 'Fructose', 'Pyruvate Kinase']",[],,,,
7052065,Long-term modulation of type L pyruvate kinase activity in young and mature rats.,1982,4,15,"['Dietary Carbohydrates', 'Sucrose', 'Glucagon', 'Pyruvate Kinase']",[],,,,
6288020,The turnover of L-type pyruvate kinase in cultured rat hepatocytes.,1982,4,15,"['Dietary Carbohydrates', 'Isoenzymes', 'Pyruvate Kinase', 'Fructose-Bisphosphatase', 'Leucine']",[],,,,
6288017,Purification of rat kidney branched-chain oxo acid dehydrogenase complex with endogenous kinase activity.,1982,4,15,"['Multienzyme Complexes', 'Adenosine Triphosphate', 'Ketone Oxidoreductases', '3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide)', 'Phosphotransferases']",[],,,,
16662303,Isozymes of the glycolytic enzymes in endosperm from developing castor oil seeds.,1982,4,1,[],[],,,,
7103952,Role of individual phosphorylation sites in inactivation of pyruvate dehydrogenase complex in rat heart mitochondria.,1982,4,1,"['Formates', 'Peptide Fragments', 'Pyruvate Dehydrogenase Complex', 'formic acid', 'Dithionite', 'Dichloroacetic Acid', 'Trypsin', 'Calcium']",[],,,,
7090002,Effects of parenteral vanadium administration on pulmonary metabolism of rats.,1982,4,1,"['Phospholipids', 'Proteins', 'Vanadium', 'Glycogen', 'Glutathione']",[],,,,
7077235,Kinetic enzymatic determination of creatinine by a rapid semiautomated procedure.,1982,4,1,"['Reagent Kits, Diagnostic', 'Creatinine', 'L-Lactate Dehydrogenase', 'Pyruvate Kinase', 'Creatine Kinase']",[],,,,
7070845,Intermediary carbohydrate metabolism in protoscoleces of Echinococcus granulosus (horse and sheep strains) and E. multilocularis.,1982,4,1,"['Citrates', 'Enzymes', 'Malates', 'Succinates', 'Citric Acid', 'malic acid', 'Adenosine Triphosphate', 'Succinic Acid', 'Malate Dehydrogenase', 'Isocitrate Dehydrogenase', 'Pyruvate Kinase', 'Phosphoenolpyruvate Carboxykinase (GTP)']",[],,,,
7059682,A simple technique for preparation of young red cells for transfusion from ordinary blood units.,1982,4,1,"['Pyruvate Kinase', 'Glycerol']",[],,,,
7049500,Haematological disorders.,1982,4,1,['Pyruvate Kinase'],[],,,,
7040662,"Use of adenine nucleotide derivatives to assess the potential of exo-active-site-directed reagents as species- or isozyme-specific enzyme inactivators. 5. Interactions of adenosine 5'-triphosphate derivatives with rat pyruvate kinases, Escherichia coli thymidine kinase, and yeast and rat hexokinases.",1982,4,1,"['Isoenzymes', 'Adenosine Triphosphate', 'Hexokinase', 'Thymidine Kinase', 'Pyruvate Kinase']",[],,,,
6813108,Involvement of calcium in calcitonin induced stimulation of glycolysis in rat kidney in situ.,1982,4,1,"['NAD', 'Egtazic Acid', 'Calcitonin', 'Calcium']",[],,,,
6279844,Use of adenine nucleotide derivatives to assess the potential of exo-active-site-directed reagents as species- or isozyme-specific enzyme inactivators. 3. Synthesis of adenosine 5'-triphosphate derivatives with N6- or 8-substituents bearing iodoacetyl groups.,1982,4,1,"['Isoenzymes', 'Adenosine Diphosphate', 'Adenosine Triphosphate', 'Phosphotransferases', 'Hexokinase', 'Pyruvate Kinase', 'Adenylate Kinase']",[],,,,
6278964,"Postnatal regulation of canine oxygen delivery: control of erythrocyte 2,3-DPG levels.",1982,4,1,"['Diphosphoglyceric Acids', '2,3-Diphosphoglycerate', 'Pyruvate Kinase', 'bisphosphoglycerate phosphatase', 'Phosphoric Monoester Hydrolases', 'Bisphosphoglycerate Mutase', 'Oxygen']",[],,,,
6213568,Specific effect of the thyroid on testicular enzymes involved in carbohydrate metabolism. I. Hypothyroidism.,1982,4,1,"['Phosphogluconate Dehydrogenase', 'Glucosephosphate Dehydrogenase', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Thyroxine']",[],,,,
7066330,Cotranslation of L and L' pyruvate kinase messenger RNAs from human fetal liver.,1982,3,29,"['Isoenzymes', 'RNA, Messenger', 'Pyruvate Kinase']",[],,,,
6460763,AMP deaminase reaction as a control system of glycolysis in yeast. Activation of phosphofructokinase and pyruvate kinase by the AMP deaminase-ammonia system.,1982,3,25,"['Adenine Nucleotides', 'Spermine', 'Ammonia', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Nucleotide Deaminases', 'AMP Deaminase', 'Zinc']",[],,,,
6462178,Specific effect of thyroid hormone on testicular enzymes involved in carbohydrate metabolism. II. Hyperthyroidism.,1982,3,15,"['Testosterone', 'Luteinizing Hormone', 'Follicle Stimulating Hormone', 'Phosphogluconate Dehydrogenase', 'Glucosephosphate Dehydrogenase', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'Thyroxine']",[],,,,
7063368,[Hereditary haemolytic anaemia due to pyruvate kinase deficiency. Prognosis of neonatal forms (author's transl)].,1982,3,13,['Pyruvate Kinase'],[],,,,
7112211,Glycolytic enzymes in juvenile and adult Angiostrongylus cantonensis.,1982,3,1,"['Glycerophosphates', 'Pentosephosphates', 'Pyruvates']",[],,,,
7080480,[Changes in liver enzyme activity in alloxan diabetes rats].,1982,3,1,"['Glycerophosphates', 'Isoenzymes', 'NAD', 'alpha-glycerophosphoric acid', 'L-Lactate Dehydrogenase', 'Malate Dehydrogenase', 'Pyruvate Kinase']",[],,,,
7068044,Enzymatic characteristics of tubular adenomas and carcinomas of the large intestine.,1982,3,1,"['Isoenzymes', 'L-Lactate Dehydrogenase', 'Glucosephosphate Dehydrogenase', 'Pyruvate Kinase']",[],,,,
